,Unnamed: 0,addedsqft,applieddate,coissueddate,completeddate,contractoraddress1,contractoraddress2,contractorcity,contractorcompanydesc,contractorcompanyname,contractoremail,contractorfullname,contractorlicnum,contractorphone,contractorstate,contractorstatelic,contractortrade,contractortrademapped,contractorzip,description,estprojectcost,expiresdate,fee,housingunits,issueddate,latitude,longitude,lastupdated,link,masterpermitnum,originaladdress1,city,state,originalzip,pin,permitclass,permitclassmapped,permitnum,permittype,permittypedesc,permittypemapped,proposedused,publisher,status,statuscurrentmapped,statusdate,totalsqft,workclass,workclassmapped,id,issuedYear,issuedMonth,issuedDay
10,10,,2017-03-10,2017-04-10,2017-04-11,,,,,,,,,,,,,,,"CROSS STREET: Hanson Lane 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,2017-03-10,33.02280140483759,-116.87087750054508,2017-04-12,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00L11,,1325 KEYSER RD ,RAMONA,CA,92065.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001706,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: Hanson Lane 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-04-11,,Existing,Existing,8,2017.0,3.0,4.0
11,11,,2017-05-12,,,2455 PACES FERRY RD C-11 HSC,,ATLANTA,,HOME DEPOT U S A INC,,,602331.0,404 433-8211,GA,CA,CSLB Contractor,,30339.0,"CROSS STREET: Cacus St 
 
Description of Work:HRA (Online Permit) WINDOWS AND/OR SLIDING GLASS DOOR REPLACEMENTS WITH THE SAME NET OPENABLE AREA. 
 
(Replacement windows must meet State of California Energy Code requirements for U-Factor and SHGC for Package D of the applicable climate zone (see PDS #409). Also, per County Building Code 704A.3.2.2; windows shall be dual-glazed with a minimum of one tempered pane, and glazing frames made of vinyl shall have welded corners and metal reinforcing in the interlock area.)",,,0.0,0.0,2017-05-12,32.699300335408694,-117.02161638299476,2017-05-13,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=016SP,,8308 HOLT ST ,SPRING VALLEY,CA,91977.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-003640,Residential Alteration or Addition - Plan Check-Permit,3309 - RES - (Online) Glazing Replacement - No Net Area Change,Building,"CROSS STREET: Cacus St 
 
Description of Work:HRA (Online Permit) WINDOWS AND/OR SLIDING GLASS DOOR REPLACEMENTS WITH THE SAME NET OPENABLE AREA. 
 
(Replacement windows must meet State of California Energy Code requirements for U-Factor and SHGC for Package D of the applicable climate zone (see PDS #409). Also, per County Building Code 704A.3.2.2; windows shall be dual-glazed with a minimum of one tempered pane, and glazing frames made of vinyl shall have welded corners and metal reinforcing in the interlock area.)",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-05-12,,Existing,Existing,78786,2017.0,5.0,4.0
12,12,,2015-08-20,,,,,,,,,,,,,,,,,"CROSS STREET: Main St 

Description of Work: Existing Residential Main Electrical Service Upgrade - 400A - (Online Permit)

*The scope of work is limited to upgrade of the existing main service panel.  No new sub-panels or relocation permitted.

5-27-2016 permit withdrawn due to not residential use vam",,,0.0,0.0,2015-08-20,,,2017-07-21,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=15CAP&amp;capID2;=00000&amp;capID3;=01NPR,,102 RAMONA ST ,RAMONA,CA,92065.0,,Residential Alteration-Addn,Residential,PDS2015-RESALT-007715,Residential Alteration or Addition - Plan Check-Permit,8070 - ACC - (Online) Electrical - Existing Main Svc Upgrade (Max 400A),Electrical,"CROSS STREET: Main St 

Description of Work: Existing Residential Main Electrical Service Upgrade - 400A - (Online Permit)

*The scope of work is limited to upgrade of the existing main service panel.  No new sub-panels or relocation permitted.

5-27-2016 permit withdrawn due to not residential use vam",San Diego - Prod 7.3.3.8.1,Issued About to Expire,Inspection Phase,2017-07-20,,Existing,Existing,23640,2015.0,8.0,3.0
13,13,,2015-08-20,,,3055 CLEARVIEW WAY,ATTN ZOE STEELE,SAN MATEO,,SOLARCITY CORPORATION,TFRAHN@SOLARCITY.COM,Janet R Solis ,888104.0,650 963-5630,CA,CA,CSLB Contractor,,94402.0,"CROSS STREET: Oak Hollow 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,2015-08-20,,,2017-07-21,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=15CAP&amp;capID2;=00000&amp;capID3;=01NMT,,11921 KEYS CREEK RD ,VALLEY CENTER,CA,92082.0,,Residential Alteration-Addn,Residential,PDS2015-RESALT-007694,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: Oak Hollow 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Issued About to Expire,Inspection Phase,2017-07-20,,Existing,Existing,23642,2015.0,8.0,3.0
14,14,,2017-03-10,2017-04-20,2017-04-21,3055 CLEARVIEW,ATTN ZOE STEELE,SAN MATEO,,SOLARCITY CORPORATION,,Kelsey F Decker ,888104.0,650 963-5100,CA,CA,CSLB Contractor,,94402.0,"CROSS STREET: S. Granada Ave 
 
_____________DO_NOT_EDIT_BELOW_THIS_LINE_____________
Description of Work: ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD WITH EXISTING RESIDENTIAL MAIN ELECTRICAL SERVICE UPGRADE - 125A - (ONLINE PERMIT) 
 
*The scope of work is limited to upgrade of the existing main service panel.  No new sub-panels or relocation permitted. 
 
Per Section 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,247.0,0.0,2017-03-10,32.731653319587934,-116.98150044337817,2017-04-22,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KZA,,2555 GRANADA CIR ,SPRING VALLEY,CA,91977.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001691,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: S. Granada Ave 
 
_____________DO_NOT_EDIT_BELOW_THIS_LINE_____________
Description of Work: ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD WITH EXISTING RESIDENTIAL MAIN ELECTRICAL SERVICE UPGRADE - 125A - (ONLINE PERMIT) 
 
*The scope of work is limited to upgrade of the existing main service panel.  No new sub-panels or relocation permitted. 
 
Per Section 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-04-21,,Existing,Existing,16,2017.0,3.0,4.0
15,15,,2017-03-10,2017-04-27,2017-04-28,943 POINSETTIA AVE,,VISTA,,COSMIC SOLAR INC,mary@cosmicsolar.com,Bahram TEST Shadzi ,831831.0,760 749-1111,CA,CA,CSLB Contractor,,92081.0,"CROSS STREET: Rancho Santa Fe Farms Rd 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,2017-03-10,32.984976106463286,-117.18355628646995,2017-04-29,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00L03,,6415 RANCHO SANTA FE FARMS DR ,RANCHO SANTA FE,CA,92067.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001696,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: Rancho Santa Fe Farms Rd 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-04-28,,Existing,Existing,15,2017.0,3.0,4.0
16,16,,2017-05-12,,,2455 PACES FERRY RD C-11 HSC,,ATLANTA,,HOME DEPOT U S A INC,,,602331.0,404 433-8211,GA,CA,CSLB Contractor,,30339.0,"CROSS STREET: Cerveza Dr 
 
Description of Work:HRA (Online Permit) WINDOWS AND/OR SLIDING GLASS DOOR REPLACEMENTS WITH THE SAME NET OPENABLE AREA. 
 
(Replacement windows must meet State of California Energy Code requirements for U-Factor and SHGC for Package D of the applicable climate zone (see PDS #409). Also, per County Building Code 704A.3.2.2; windows shall be dual-glazed with a minimum of one tempered pane, and glazing frames made of vinyl shall have welded corners and metal reinforcing in the interlock area.)",,,0.0,0.0,2017-05-12,33.225900583441685,-117.09859034279694,2017-05-13,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=016T2,,28426 FAIRCREST WAY ,ESCONDIDO,CA,92026.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-003647,Residential Alteration or Addition - Plan Check-Permit,3309 - RES - (Online) Glazing Replacement - No Net Area Change,Building,"CROSS STREET: Cerveza Dr 
 
Description of Work:HRA (Online Permit) WINDOWS AND/OR SLIDING GLASS DOOR REPLACEMENTS WITH THE SAME NET OPENABLE AREA. 
 
(Replacement windows must meet State of California Energy Code requirements for U-Factor and SHGC for Package D of the applicable climate zone (see PDS #409). Also, per County Building Code 704A.3.2.2; windows shall be dual-glazed with a minimum of one tempered pane, and glazing frames made of vinyl shall have welded corners and metal reinforcing in the interlock area.)",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-05-12,,Existing,Existing,78787,2017.0,5.0,4.0
17,17,,2015-08-20,,,965 RIDGE LAKE BLVD SUITE 201,858-805-0611,MEMPHIS,,A R S AMERICAN RESIDENTIAL SERVICES OF CALIFORNIA INC,DEDMISTON@ARS.COM,DEBORAH EDMISTON ,791820.0,901 271-9700,TN,CA,CSLB Contractor,,38120.0,"CROSS STREET: PAPPAS RD 

Description of Work: HVAC Change Out - Split System - (Online Permit)

*This project must comply with the current Building Energy Efficiency Standards.  Registered Title 24 forms must be provided to the inspector in the field.",,,247.0,0.0,2015-08-20,,,2017-07-21,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=15CAP&amp;capID2;=00000&amp;capID3;=01NNH,,15828 DAVIS CUP LN ,RAMONA,CA,92065.0,,Residential Alteration-Addn,Residential,PDS2015-RESALT-007700,Residential Alteration or Addition - Plan Check-Permit,8023 - ACC - (Online) Mechanical - HVAC Change Out,Mechanical,"CROSS STREET: PAPPAS RD 

Description of Work: HVAC Change Out - Split System - (Online Permit)

*This project must comply with the current Building Energy Efficiency Standards.  Registered Title 24 forms must be provided to the inspector in the field.",San Diego - Prod 7.3.3.8.1,Issued About to Expire,Inspection Phase,2017-07-20,,Existing,Existing,23643,2015.0,8.0,3.0
18,18,,2017-03-10,,,970 E MAIN STREET #200,,GRASS VALLEY,,WATER HEATERS ONLY INC,,JOHN P MCGEE ,374573.0,800 835-8345,CA,CA,CSLB Contractor,,95945.0,"CROSS STREET: kenwood dr. 
 
Description of Work: HRA (Online Permit) WATER HEATER REPLACEMENT, NO MODIFICATIONS OR ALTERNATIONS TO EXISTING SYSTEM",,,0.0,0.0,2017-03-10,32.74281544476009,-116.99297013743086,2017-03-12,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00L07,,3610 SUMMERFIELD DR ,SPRING VALLEY,CA,91977.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001700,Residential Alteration or Addition - Plan Check-Permit,8015 - ACC - (Online) Plumbing - HRA Water Heater R&amp;R;,Plumbing,"CROSS STREET: kenwood dr. 
 
Description of Work: HRA (Online Permit) WATER HEATER REPLACEMENT, NO MODIFICATIONS OR ALTERNATIONS TO EXISTING SYSTEM",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-03-10,,Existing,Existing,23,2017.0,3.0,4.0
19,19,,2017-03-10,2017-03-23,2017-03-24,6965 EL CAMINO REAL #105-444,,CARLSBAD,,TMAG INDUSTRIES INC,Anthonyb@stellarsolar.net,BRIAN GREMS GREMS ,749095.0,760 603-8500,CA,CA,CSLB Contractor,,92009.0,"CROSS STREET: del valle dr 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,2017-03-10,33.31191350788653,-117.25402782302505,2017-03-25,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00L2T,,310 HIGHLAND OAKS CT ,,CA,,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001713,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: del valle dr 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-03-24,,Existing,Existing,21,2017.0,3.0,4.0
20,20,,2017-03-10,2017-03-26,2017-03-27,P O BOX 850,,PINE VALLEY,,W G CONTRACTING INC,,,939780.0,619 788-9944,CA,CA,CSLB Contractor,,91962.0,"CROSS STREET: la cresta road 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,2017-03-10,32.81446338735695,-116.86343208758001,2017-03-28,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00L06,,1123 HAMLET DR ,EL CAJON,CA,92021.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001699,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: la cresta road 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-03-27,,Existing,Existing,24,2017.0,3.0,4.0
21,21,,2017-03-10,2017-04-18,2017-04-19,23811 WASHINGTON AVE STE C110,#224,MURRIETA,,NEW DAY SOLAR,brandon@newdaysolar.com,R. Scott Carlson ,812958.0,855 444-6329,CA,CA,CSLB Contractor,,92562.0,"CROSS STREET: Womsi Rd. 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,2017-03-10,33.3026145355434,-116.99643829165508,2017-04-20,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00L2Z,,32409 KICA CT ,PAUMA VALLEY,CA,92061.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001714,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: Womsi Rd. 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-04-19,,Existing,Existing,20,2017.0,3.0,4.0
22,22,,2017-03-10,,,,,,,,,,,,,,,,,"Cross Street:

Description of Work: GROUND MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD",,03/10/2018,0.0,0.0,,33.19477406571403,-117.13198606829448,2017-03-12,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00L33,,1115 DEER SPRINGS RD ,SAN MARCOS,CA,92069.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-001715,Residential Alteration or Addition - Plan Check-Permit,8003 - REN - Solar Photovoltaic Residential (HRA),Electrical,"Cross Street:

Description of Work: GROUND MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD",San Diego - Prod 7.3.3.8.1,Open,In Review,2017-03-10,,Existing,Existing,25,,,
23,23,,2017-05-12,,,3055 CLEARVIEW,ATTN ZOE STEELE,SAN MATEO,,SOLARCITY CORPORATION,,Lis M Domaratzky ,888104.0,650 963-5100,CA,CA,CSLB Contractor,,94402.0,"CROSS STREET: Coronado View Rd. 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",,,0.0,0.0,2017-05-12,32.798792323841965,-116.79035345810884,2017-05-13,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=016TB,,16652 SEQUAN TRUCK TRL ,ALPINE,CA,91901.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-003649,Residential Alteration or Addition - Plan Check-Permit,8002 - REN - (Online) RES Roof Mt Solar PV,Electrical,"CROSS STREET: Coronado View Rd. 

Description of Work: HRA (Online Permit) ROOF MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD (No Meter Upgrade).
 
PerSection 4620 (i) of the zoning ordinance, roof mounted photovoltaic systems shall not extend more than 5 ft. above the highest point of the existing roof.",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-05-12,,Existing,Existing,78789,2017.0,5.0,4.0
24,24,,2017-05-12,,,2455 PACES FERRY RD C-11 HSC,,ATLANTA,,HOME DEPOT U S A INC,,,602331.0,404 433-8211,GA,CA,CSLB Contractor,,30339.0,"CROSS STREET: Crofton St 
 
Description of Work:HRA (Online Permit) WINDOWS AND/OR SLIDING GLASS DOOR REPLACEMENTS WITH THE SAME NET OPENABLE AREA. 
 
(Replacement windows must meet State of California Energy Code requirements for U-Factor and SHGC for Package D of the applicable climate zone (see PDS #409). Also, per County Building Code 704A.3.2.2; windows shall be dual-glazed with a minimum of one tempered pane, and glazing frames made of vinyl shall have welded corners and metal reinforcing in the interlock area.)",,,0.0,0.0,2017-05-12,32.726740924150874,-117.01045558096355,2017-05-13,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=016S3,,2061 TERRACINA CIR ,SPRING VALLEY,CA,91977.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-003631,Residential Alteration or Addition - Plan Check-Permit,3309 - RES - (Online) Glazing Replacement - No Net Area Change,Building,"CROSS STREET: Crofton St 
 
Description of Work:HRA (Online Permit) WINDOWS AND/OR SLIDING GLASS DOOR REPLACEMENTS WITH THE SAME NET OPENABLE AREA. 
 
(Replacement windows must meet State of California Energy Code requirements for U-Factor and SHGC for Package D of the applicable climate zone (see PDS #409). Also, per County Building Code 704A.3.2.2; windows shall be dual-glazed with a minimum of one tempered pane, and glazing frames made of vinyl shall have welded corners and metal reinforcing in the interlock area.)",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-05-12,,Existing,Existing,78790,2017.0,5.0,4.0
25,25,,2017-03-10,2017-05-01,2017-05-02,66 ARGORANT #170,,ALISO VIEJO,,CALSTATE SOLAR INC,,MARK T PEARCE ,1006247.0,949 789-7990,CA,CA,CSLB Contractor,,92656.0,"Cross Street: Old Castle Way

Description of Work: GROUND MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD

*** This permit replaces PDS2017-RESALT-001253 ***",,,0.0,0.0,2017-03-27,33.257718287032674,-117.08075148543408,2017-05-03,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00L3X,,11508 MINNEOLA CIR ,VALLEY CENTER,CA,92082.0,129-440-30-00,Residential Alteration-Addn,Residential,PDS2017-RESALT-001718,Residential Alteration or Addition - Plan Check-Permit,8003 - REN - Solar Photovoltaic Residential (HRA),Electrical,"Cross Street: Old Castle Way

Description of Work: GROUND MOUNT RESIDENTIAL SOLAR PV FOR EXISTING SFD

*** This permit replaces PDS2017-RESALT-001253 ***",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-05-02,,Existing,Existing,30,2017.0,3.0,0.0
26,26,,2017-03-10,,,,,,,,,,,,,,,,,"Cross street:    VIA CUATRO CAMINOS                Foundation: SLAB    



Description of Work:  563 S.F. 1ST FLOOR GARAGE ADDITION W/  271 S.F. GLQ ABOVE AND 601 S.F. RECREATION ROOM, 285 S.F. DECKS, AND BBQ W/NEW GAS LINE.",,03/10/2018,1885.94,0.0,,33.02856981833813,-117.1731665854425,2017-03-12,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=00KZM,,17219 EL CAPORAL ,RANCHO SANTA FE,CA,92067.0,267-171-32-00,Residential Alteration-Addn,Residential,PDS2017-RESALT-001693,Residential Alteration or Addition - Plan Check-Permit,4360 - RES - Garages For SFD/Duplex,Building,"Cross street:    VIA CUATRO CAMINOS                Foundation: SLAB    



Description of Work:  563 S.F. 1ST FLOOR GARAGE ADDITION W/  271 S.F. GLQ ABOVE AND 601 S.F. RECREATION ROOM, 285 S.F. DECKS, AND BBQ W/NEW GAS LINE.",San Diego - Prod 7.3.3.8.1,Open,In Review,2017-03-10,,Existing,Existing,33,,,
27,27,,2017-05-12,,,2455 PACES FERRY RD C-11 HSC,,ATLANTA,,HOME DEPOT U S A INC,,,602331.0,404 433-8211,GA,CA,CSLB Contractor,,30339.0,"CROSS STREET: Galopago St 
 
Description of Work:HRA (Online Permit) WINDOWS AND/OR SLIDING GLASS DOOR REPLACEMENTS WITH THE SAME NET OPENABLE AREA. 
 
(Replacement windows must meet State of California Energy Code requirements for U-Factor and SHGC for Package D of the applicable climate zone (see PDS #409). Also, per County Building Code 704A.3.2.2; windows shall be dual-glazed with a minimum of one tempered pane, and glazing frames made of vinyl shall have welded corners and metal reinforcing in the interlock area.)",,,0.0,0.0,2017-05-12,32.710114438527064,-116.98652184292541,2017-06-07,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=016RZ,,9802 ST GEORGE ST ,SPRING VALLEY,CA,91977.0,,Residential Alteration-Addn,Residential,PDS2017-RESALT-003629,Residential Alteration or Addition - Plan Check-Permit,3309 - RES - (Online) Glazing Replacement - No Net Area Change,Building,"CROSS STREET: Galopago St 
 
Description of Work:HRA (Online Permit) WINDOWS AND/OR SLIDING GLASS DOOR REPLACEMENTS WITH THE SAME NET OPENABLE AREA. 
 
(Replacement windows must meet State of California Energy Code requirements for U-Factor and SHGC for Package D of the applicable climate zone (see PDS #409). Also, per County Building Code 704A.3.2.2; windows shall be dual-glazed with a minimum of one tempered pane, and glazing frames made of vinyl shall have welded corners and metal reinforcing in the interlock area.)",San Diego - Prod 7.3.3.8.1,Issued,Permit Issued,2017-05-12,,Existing,Existing,78793,2017.0,5.0,4.0
28,28,,2017-05-12,2017-06-08,2017-06-09,2455 PACES FERRY RD C-11 HSC,,ATLANTA,,HOME DEPOT U S A INC,,,602331.0,404 433-8211,GA,CA,CSLB Contractor,,30339.0,"CROSS STREET: Goldentop Dr 
 
Description of Work:HRA (Online Permit) WINDOWS AND/OR SLIDING GLASS DOOR REPLACEMENTS WITH THE SAME NET OPENABLE AREA. 
 
(Replacement windows must meet State of California Energy Code requirements for U-Factor and SHGC for Package D of the applicable climate zone (see PDS #409). Also, per County Building Code 704A.3.2.2; windows shall be dual-glazed with a minimum of one tempered pane, and glazing frames made of vinyl shall have welded corners and metal reinforcing in the interlock area.)",,,0.0,0.0,2017-05-12,32.84849357614421,-116.90764532030914,2017-06-10,https://publicservices.sdcounty.ca.gov/citizenaccess/Cap/CapDetail.aspx?Module=Building&amp;TabName;=Building&amp;capID1;=17CAP&amp;capID2;=00000&amp;capID3;=016SS,,9418 SAGEBRUSH CT ,,CA,,,Residential Alteration-Addn,Residential,PDS2017-RESALT-003642,Residential Alteration or Addition - Plan Check-Permit,3309 - RES - (Online) Glazing Replacement - No Net Area Change,Building,"CROSS STREET: Goldentop Dr 
 
Description of Work:HRA (Online Permit) WINDOWS AND/OR SLIDING GLASS DOOR REPLACEMENTS WITH THE SAME NET OPENABLE AREA. 
 
(Replacement windows must meet State of California Energy Code requirements for U-Factor and SHGC for Package D of the applicable climate zone (see PDS #409). Also, per County Building Code 704A.3.2.2; windows shall be dual-glazed with a minimum of one tempered pane, and glazing frames made of vinyl shall have welded corners and metal reinforcing in the interlock area.)",San Diego - Prod 7.3.3.8.1,Completed,Permit Finaled,2017-06-09,,Existing,Existing,78794,2017.0,5.0,4.0
